"T.gas","T.liquid","U.gas:0","U.gas:1","U.gas:2","U.liquid:0","U.liquid:1","U.liquid:2","air.gas","alpha.gas","alpha.liquid","alphat.gas","alphat.liquid","d.gas","k.gas","k.liquid","nut.gas","nut.liquid","omega.gas","omega.liquid","p","p_rgh","particle.gas","particle.liquid","particleMass_inAir","water.liquid","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
350,350,0.58655,0.064859,-0.0026634,0.5864,-0.024371,0.017207,1,0.0067106,0.99329,0.038489,0.69072,0.0005786,0.0070376,0.013353,0.00027638,0.0005208,20.372,22.835,1.3939e+07,1.3941e+07,0,0.18182,1.0313,0.81818,1,0.1504,0,0.15,0.1504
350,350,0.58587,0.064931,-0.0025593,0.58572,-0.024304,0.017218,1,0.0067074,0.99329,0.038409,0.68988,0.0005786,0.0070058,0.013308,0.0002758,0.00052016,20.364,22.84,1.3939e+07,1.3941e+07,0,0.18182,1.0318,0.81818,1,0.1506,0,0.15,0.1506
350,350,0.58518,0.065002,-0.0024553,0.58503,-0.024237,0.017228,1,0.0067043,0.9933,0.038329,0.68903,0.0005786,0.0069739,0.013264,0.00027523,0.00051953,20.356,22.845,1.3939e+07,1.3941e+07,0,0.18182,1.0323,0.81818,1,0.1508,0,0.15,0.1508
350,350,0.5845,0.065073,-0.0023512,0.58434,-0.024171,0.017238,1,0.0067011,0.9933,0.038249,0.68819,0.0005786,0.006942,0.013219,0.00027465,0.00051889,20.348,22.851,1.3939e+07,1.3941e+07,0,0.18182,1.0329,0.81818,1,0.151,0,0.15,0.151
350,350,0.58386,0.065256,-0.0022872,0.5837,-0.023993,0.017215,1,0.0066982,0.9933,0.03816,0.68691,0.0005786,0.0069108,0.01317,0.00027401,0.00051793,20.344,22.857,1.3939e+07,1.3941e+07,0,0.18182,1.0331,0.81818,1,0.1512,0,0.15,0.1512
350,350,0.58333,0.065692,-0.0023145,0.58316,-0.023562,0.017116,1,0.0066959,0.9933,0.038051,0.68464,0.0005786,0.0068813,0.013114,0.00027323,0.00051622,20.349,22.866,1.3939e+07,1.3941e+07,0,0.18182,1.0325,0.81818,1,0.1514,0,0.15,0.1514
350,350,0.5828,0.066128,-0.0023419,0.58262,-0.023132,0.017017,1,0.0066937,0.99331,0.037942,0.68238,0.0005786,0.0068518,0.013057,0.00027245,0.00051451,20.354,22.875,1.3939e+07,1.3941e+07,0,0.18182,1.032,0.81818,1,0.1516,0,0.15,0.1516
350,350,0.58227,0.066564,-0.0023692,0.58207,-0.022701,0.016918,1,0.0066914,0.99331,0.037834,0.68011,0.00057859,0.0068223,0.013,0.00027167,0.0005128,20.359,22.884,1.3939e+07,1.3941e+07,0,0.18182,1.0314,0.81818,1,0.1518,0,0.15,0.1518
350,350,0.58173,0.067,-0.0023966,0.58153,-0.022271,0.016819,1,0.0066892,0.99331,0.037725,0.67784,0.00057859,0.0067928,0.012943,0.00027089,0.00051109,20.365,22.893,1.3939e+07,1.3941e+07,0,0.18182,1.0309,0.81818,1,0.152,0,0.15,0.152
350,350,0.5812,0.067436,-0.002424,0.58099,-0.02184,0.016719,1,0.0066869,0.99331,0.037616,0.67557,0.00057859,0.0067633,0.012886,0.00027011,0.00050938,20.37,22.902,1.3939e+07,1.3941e+07,0,0.18182,1.0303,0.81818,1,0.1522,0,0.15,0.1522
350,350,0.58067,0.067872,-0.0024514,0.58045,-0.021409,0.01662,1,0.0066847,0.99332,0.037507,0.6733,0.00057859,0.0067338,0.012829,0.00026932,0.00050767,20.375,22.911,1.3939e+07,1.3941e+07,0,0.18182,1.0298,0.81818,1,0.1524,0,0.15,0.1524
350,350,0.58014,0.068308,-0.0024788,0.57991,-0.020979,0.016521,1,0.0066824,0.99332,0.037398,0.67104,0.00057859,0.0067043,0.012772,0.00026854,0.00050596,20.38,22.921,1.3939e+07,1.3941e+07,0,0.18182,1.0292,0.81818,1,0.1526,0,0.15,0.1526
350,350,0.57961,0.068744,-0.0025062,0.57936,-0.020548,0.016422,1,0.0066802,0.99332,0.037289,0.66877,0.00057859,0.0066748,0.012716,0.00026776,0.00050425,20.386,22.93,1.3939e+07,1.3941e+07,0,0.18182,1.0286,0.81818,1,0.1528,0,0.15,0.1528
350,350,0.57908,0.06918,-0.0025336,0.57882,-0.020118,0.016323,1,0.006678,0.99332,0.03718,0.6665,0.00057859,0.0066453,0.012659,0.00026698,0.00050254,20.391,22.939,1.3939e+07,1.3941e+07,0,0.18182,1.0281,0.81818,1,0.153,0,0.15,0.153
350,350,0.57854,0.069616,-0.002561,0.57828,-0.019687,0.016223,1,0.0066757,0.99332,0.037071,0.66423,0.00057859,0.0066158,0.012602,0.0002662,0.00050083,20.396,22.948,1.3939e+07,1.3941e+07,0,0.18182,1.0275,0.81818,1,0.1532,0,0.15,0.1532
350,350,0.57801,0.070052,-0.0025884,0.57774,-0.019256,0.016124,1,0.0066735,0.99333,0.036962,0.66196,0.00057859,0.0065863,0.012545,0.00026541,0.00049911,20.401,22.957,1.3939e+07,1.3941e+07,0,0.18182,1.027,0.81818,1,0.1534,0,0.15,0.1534
350,350,0.57748,0.070489,-0.0026158,0.57719,-0.018826,0.016025,1,0.0066712,0.99333,0.036853,0.65969,0.00057859,0.0065568,0.012488,0.00026463,0.0004974,20.407,22.966,1.3939e+07,1.3941e+07,0,0.18182,1.0264,0.81818,1,0.1536,0,0.15,0.1536
350,350,0.57695,0.070925,-0.0026432,0.57665,-0.018395,0.015926,1,0.006669,0.99333,0.036745,0.65742,0.00057859,0.0065273,0.012431,0.00026385,0.00049569,20.412,22.975,1.3939e+07,1.3941e+07,0,0.18182,1.0259,0.81818,1,0.1538,0,0.15,0.1538
350,350,0.57642,0.071361,-0.0026707,0.57611,-0.017964,0.015826,1,0.0066667,0.99333,0.036636,0.65516,0.00057859,0.0064978,0.012374,0.00026307,0.00049398,20.417,22.984,1.3939e+07,1.3941e+07,0,0.18182,1.0253,0.81818,1,0.154,0,0.15,0.154
350,350,0.57589,0.071797,-0.0026981,0.57557,-0.017534,0.015727,1,0.0066645,0.99334,0.036527,0.65289,0.00057859,0.0064683,0.012318,0.00026229,0.00049227,20.422,22.993,1.3939e+07,1.3941e+07,0,0.18182,1.0247,0.81818,1,0.1542,0,0.15,0.1542
350,350,0.57535,0.072233,-0.0027256,0.57503,-0.017103,0.015628,1,0.0066622,0.99334,0.036418,0.65062,0.00057859,0.0064388,0.012261,0.0002615,0.00049056,20.428,23.002,1.3939e+07,1.3941e+07,0,0.18182,1.0242,0.81818,1,0.1544,0,0.15,0.1544
350,350,0.57482,0.072669,-0.002753,0.57448,-0.016672,0.015529,1,0.00666,0.99334,0.036309,0.64835,0.00057859,0.0064093,0.012204,0.00026072,0.00048885,20.433,23.011,1.3939e+07,1.3941e+07,0,0.18182,1.0236,0.81818,1,0.1546,0,0.15,0.1546
350,350,0.57429,0.073105,-0.0027805,0.57394,-0.016242,0.015429,1,0.0066577,0.99334,0.0362,0.64608,0.00057859,0.0063798,0.012147,0.00025994,0.00048714,20.438,23.021,1.3939e+07,1.3941e+07,0,0.18182,1.0231,0.81818,1,0.1548,0,0.15,0.1548
350,350,0.57376,0.073541,-0.002808,0.5734,-0.015811,0.01533,1,0.0066555,0.99334,0.036091,0.64381,0.00057859,0.0063502,0.01209,0.00025916,0.00048543,20.443,23.03,1.3939e+07,1.3941e+07,0,0.18182,1.0225,0.81818,1,0.155,0,0.15,0.155
350,350,0.57323,0.073978,-0.0028354,0.57286,-0.01538,0.015231,1,0.0066533,0.99335,0.035982,0.64154,0.00057859,0.0063207,0.012033,0.00025838,0.00048372,20.448,23.039,1.3939e+07,1.3941e+07,0,0.18182,1.022,0.81818,1,0.1552,0,0.15,0.1552
350,350,0.5727,0.074414,-0.0028629,0.57231,-0.01495,0.015131,1,0.006651,0.99335,0.035873,0.63928,0.00057859,0.0062912,0.011976,0.00025759,0.00048201,20.454,23.048,1.3939e+07,1.3941e+07,0,0.18182,1.0214,0.81818,1,0.1554,0,0.15,0.1554
350,350,0.57216,0.07485,-0.0028904,0.57177,-0.014519,0.015032,1,0.0066488,0.99335,0.035764,0.63701,0.00057859,0.0062617,0.01192,0.00025681,0.0004803,20.459,23.057,1.3939e+07,1.3941e+07,0,0.18182,1.0208,0.81818,1,0.1556,0,0.15,0.1556
350,350,0.57163,0.075286,-0.0029179,0.57123,-0.014088,0.014933,1,0.0066465,0.99335,0.035655,0.63474,0.00057859,0.0062322,0.011863,0.00025603,0.00047859,20.464,23.066,1.3939e+07,1.3941e+07,0,0.18182,1.0203,0.81818,1,0.1558,0,0.15,0.1558
350,350,0.5711,0.075722,-0.0029455,0.57069,-0.013657,0.014833,1,0.0066443,0.99336,0.035546,0.63247,0.00057859,0.0062027,0.011806,0.00025525,0.00047688,20.469,23.075,1.3939e+07,1.3941e+07,0,0.18182,1.0197,0.81818,1,0.156,0,0.15,0.156
350,350,0.57057,0.076159,-0.002973,0.57015,-0.013227,0.014734,1,0.006642,0.99336,0.035438,0.6302,0.00057859,0.0061732,0.011749,0.00025446,0.00047517,20.475,23.084,1.3939e+07,1.3941e+07,0,0.18182,1.0192,0.81818,1,0.1562,0,0.15,0.1562
350,350,0.57004,0.076595,-0.0030005,0.5696,-0.012796,0.014635,1,0.0066398,0.99336,0.035329,0.62793,0.00057859,0.0061437,0.011692,0.00025368,0.00047346,20.48,23.093,1.3939e+07,1.3941e+07,0,0.18182,1.0186,0.81818,1,0.1564,0,0.15,0.1564
350,350,0.5695,0.077031,-0.003028,0.56906,-0.012365,0.014535,1,0.0066375,0.99336,0.03522,0.62566,0.00057859,0.0061142,0.011635,0.0002529,0.00047175,20.485,23.102,1.3939e+07,1.3941e+07,0,0.18182,1.0181,0.81818,1,0.1566,0,0.15,0.1566
350,350,0.56897,0.077467,-0.0030556,0.56852,-0.011934,0.014436,1,0.0066353,0.99336,0.035111,0.62339,0.00057859,0.0060847,0.011578,0.00025212,0.00047003,20.49,23.112,1.3939e+07,1.3941e+07,0,0.18182,1.0175,0.81818,1,0.1568,0,0.15,0.1568
350,350,0.56844,0.077903,-0.0030831,0.56798,-0.011504,0.014336,1,0.0066331,0.99337,0.035002,0.62112,0.00057859,0.0060552,0.011522,0.00025134,0.00046832,20.496,23.121,1.3939e+07,1.3941e+07,0,0.18182,1.0169,0.81818,1,0.157,0,0.15,0.157
350,350,0.56791,0.07834,-0.0031107,0.56743,-0.011073,0.014237,1,0.0066308,0.99337,0.034893,0.61886,0.00057859,0.0060256,0.011465,0.00025055,0.00046661,20.501,23.13,1.3939e+07,1.3941e+07,0,0.18182,1.0164,0.81818,1,0.1572,0,0.15,0.1572
350,350,0.56738,0.078776,-0.0031382,0.56689,-0.010642,0.014138,1,0.0066286,0.99337,0.034784,0.61659,0.00057859,0.0059961,0.011408,0.00024977,0.0004649,20.506,23.139,1.3939e+07,1.3941e+07,0,0.18182,1.0158,0.81818,1,0.1574,0,0.15,0.1574
350,350,0.56685,0.079212,-0.0031658,0.56635,-0.010211,0.014038,1,0.0066263,0.99337,0.034675,0.61432,0.00057859,0.0059666,0.011351,0.00024899,0.00046319,20.511,23.148,1.3939e+07,1.3941e+07,0,0.18182,1.0153,0.81818,1,0.1576,0,0.15,0.1576
350,350,0.56631,0.079648,-0.0031934,0.56581,-0.0097806,0.013939,1,0.0066241,0.99338,0.034566,0.61205,0.00057859,0.0059371,0.011294,0.00024821,0.00046148,20.517,23.157,1.3939e+07,1.3941e+07,0,0.18182,1.0147,0.81818,1,0.1578,0,0.15,0.1578
350,350,0.56578,0.080085,-0.0032209,0.56526,-0.0093498,0.013839,1,0.0066218,0.99338,0.034457,0.60978,0.00057859,0.0059076,0.011237,0.00024742,0.00045977,20.522,23.166,1.3939e+07,1.3941e+07,0,0.18182,1.0142,0.81818,1,0.158,0,0.15,0.158
350,350,0.56525,0.080521,-0.0032485,0.56472,-0.008919,0.01374,1,0.0066196,0.99338,0.034348,0.60751,0.00057859,0.0058781,0.01118,0.00024664,0.00045806,20.527,23.175,1.3939e+07,1.3941e+07,0,0.18182,1.0136,0.81818,1,0.1582,0,0.15,0.1582
350,350,0.56472,0.080957,-0.0032761,0.56418,-0.0084882,0.013641,1,0.0066173,0.99338,0.034239,0.60524,0.00057859,0.0058486,0.011124,0.00024586,0.00045635,20.532,23.184,1.3939e+07,1.3941e+07,0,0.18182,1.013,0.81818,1,0.1584,0,0.15,0.1584
350,350,0.56419,0.081393,-0.0033037,0.56364,-0.0080574,0.013541,1,0.0066151,0.99338,0.03413,0.60297,0.00057859,0.0058191,0.011067,0.00024508,0.00045464,20.537,23.194,1.3939e+07,1.3941e+07,0,0.18182,1.0125,0.81818,1,0.1586,0,0.15,0.1586
350,350,0.56365,0.08183,-0.0033313,0.5631,-0.0076266,0.013442,1,0.0066129,0.99339,0.034021,0.6007,0.00057859,0.0057895,0.01101,0.00024429,0.00045293,20.543,23.203,1.3939e+07,1.3941e+07,0,0.18182,1.0119,0.81818,1,0.1588,0,0.15,0.1588
350,350,0.56312,0.082266,-0.0033589,0.56255,-0.0071957,0.013342,1,0.0066106,0.99339,0.033912,0.59843,0.00057859,0.00576,0.010953,0.00024351,0.00045121,20.548,23.212,1.3939e+07,1.3941e+07,0,0.18182,1.0114,0.81818,1,0.159,0,0.15,0.159
350,350,0.56259,0.082702,-0.0033866,0.56201,-0.0067649,0.013243,1,0.0066084,0.99339,0.033803,0.59616,0.00057859,0.0057305,0.010896,0.00024273,0.0004495,20.553,23.221,1.3939e+07,1.3941e+07,0,0.18182,1.0108,0.81818,1,0.1592,0,0.15,0.1592
350,350,0.56206,0.083139,-0.0034142,0.56147,-0.0063341,0.013143,1,0.0066061,0.99339,0.033694,0.59389,0.00057859,0.005701,0.010839,0.00024195,0.00044779,20.558,23.23,1.3939e+07,1.3941e+07,0,0.18182,1.0103,0.81818,1,0.1594,0,0.15,0.1594
350,350,0.56153,0.083575,-0.0034418,0.56093,-0.0059033,0.013044,1,0.0066039,0.9934,0.033585,0.59163,0.00057859,0.0056715,0.010782,0.00024116,0.00044608,20.564,23.239,1.3939e+07,1.3941e+07,0,0.18182,1.0097,0.81818,1,0.1596,0,0.15,0.1596
350,350,0.56099,0.084011,-0.0034694,0.56038,-0.0054724,0.012944,1,0.0066016,0.9934,0.033476,0.58936,0.00057859,0.005642,0.010725,0.00024038,0.00044437,20.569,23.248,1.3939e+07,1.3941e+07,0,0.18182,1.0091,0.81818,1,0.1598,0,0.15,0.1598
350,350,0.56046,0.084448,-0.0034971,0.55984,-0.0050416,0.012845,1,0.0065994,0.9934,0.033368,0.58709,0.00057859,0.0056125,0.010669,0.0002396,0.00044266,20.574,23.257,1.3939e+07,1.3941e+07,0,0.18182,1.0086,0.81818,1,0.16,0,0.15,0.16
350,350,0.55993,0.084884,-0.0035247,0.5593,-0.0046107,0.012745,1,0.0065971,0.9934,0.033259,0.58482,0.00057859,0.0055829,0.010612,0.00023882,0.00044095,20.579,23.266,1.3939e+07,1.3941e+07,0,0.18182,1.008,0.81818,1,0.1602,0,0.15,0.1602
350,350,0.5594,0.08532,-0.0035524,0.55876,-0.0041799,0.012646,1,0.0065949,0.99341,0.03315,0.58255,0.00057859,0.0055534,0.010555,0.00023803,0.00043924,20.585,23.275,1.3939e+07,1.3941e+07,0,0.18182,1.0075,0.81818,1,0.1604,0,0.15,0.1604
350,350,0.55887,0.085756,-0.0035801,0.55821,-0.003749,0.012546,1,0.0065927,0.99341,0.033041,0.58028,0.00057859,0.0055239,0.010498,0.00023725,0.00043753,20.59,23.285,1.3939e+07,1.3941e+07,0,0.18182,1.0069,0.81818,1,0.1606,0,0.15,0.1606
350,350,0.55833,0.086193,-0.0036077,0.55767,-0.0033181,0.012447,1,0.0065904,0.99341,0.032932,0.57801,0.00057859,0.0054944,0.010441,0.00023647,0.00043581,20.595,23.294,1.3939e+07,1.3941e+07,0,0.18182,1.0064,0.81818,1,0.1608,0,0.15,0.1608
350,350,0.5578,0.086629,-0.0036354,0.55713,-0.0028872,0.012347,1,0.0065882,0.99341,0.032823,0.57574,0.00057859,0.0054649,0.010384,0.00023569,0.0004341,20.6,23.303,1.3939e+07,1.3941e+07,0,0.18182,1.0058,0.81818,1,0.161,0,0.15,0.161
350,350,0.55732,0.087224,-0.0037105,0.55664,-0.0022985,0.012211,1,0.0065842,0.99342,0.032681,0.57294,0.00057859,0.0054361,0.010327,0.00023467,0.00043199,20.619,23.323,1.3939e+07,1.3941e+07,0,0.18182,1.0046,0.81818,1,0.1612,0,0.15,0.1612
350,350,0.5569,0.088041,-0.0038519,0.55621,-0.0014887,0.012024,1,0.0065777,0.99342,0.032494,0.5694,0.00057859,0.0054085,0.010269,0.00023333,0.00042933,20.655,23.36,1.3939e+07,1.3941e+07,0,0.18182,1.0026,0.81818,1,0.1614,0,0.15,0.1614
350,350,0.55648,0.088857,-0.0039934,0.55578,-0.00067897,0.011837,1,0.0065712,0.99343,0.032307,0.56586,0.00057859,0.0053808,0.010211,0.00023199,0.00042666,20.692,23.396,1.3939e+07,1.3941e+07,0,0.18182,1.0006,0.81818,1,0.1616,0,0.15,0.1616
350,350,0.55606,0.089674,-0.0041348,0.55536,0.00013074,0.01165,1,0.0065647,0.99344,0.03212,0.56233,0.00057859,0.0053532,0.010153,0.00023064,0.00042399,20.728,23.433,1.3939e+07,1.3941e+07,0,0.18182,0.99865,0.81818,1,0.1618,0,0.15,0.1618
350,350,0.55564,0.090491,-0.0042762,0.55493,0.00094053,0.011462,1,0.0065582,0.99344,0.031933,0.55879,0.00057859,0.0053255,0.010096,0.0002293,0.00042132,20.765,23.469,1.3939e+07,1.3941e+07,0,0.18182,0.99666,0.81818,1,0.162,0,0.15,0.162
350,350,0.55523,0.091308,-0.0044177,0.5545,0.0017503,0.011275,1,0.0065517,0.99345,0.031746,0.55525,0.00057859,0.0052979,0.010038,0.00022796,0.00041865,20.801,23.506,1.3939e+07,1.3941e+07,0,0.18182,0.99466,0.81818,1,0.1622,0,0.15,0.1622
350,350,0.55481,0.092124,-0.0045591,0.55408,0.0025601,0.011088,1,0.0065452,0.99345,0.031559,0.55171,0.00057859,0.0052702,0.0099798,0.00022662,0.00041599,20.838,23.542,1.3939e+07,1.3941e+07,0,0.18182,0.99267,0.81818,1,0.1624,0,0.15,0.1624
350,350,0.55439,0.092941,-0.0047006,0.55365,0.0033699,0.0109,1,0.0065387,0.99346,0.031373,0.54817,0.00057859,0.0052426,0.009922,0.00022527,0.00041332,20.875,23.579,1.3939e+07,1.3941e+07,0,0.18182,0.99067,0.81818,1,0.1626,0,0.15,0.1626
350,350,0.55397,0.093758,-0.0048421,0.55323,0.0041797,0.010713,1,0.0065322,0.99347,0.031186,0.54463,0.00057859,0.0052149,0.0098641,0.00022393,0.00041065,20.911,23.616,1.3939e+07,1.3941e+07,0,0.18182,0.98868,0.81818,1,0.1628,0,0.15,0.1628
350,350,0.55355,0.094575,-0.0049835,0.5528,0.0049895,0.010526,1,0.0065257,0.99347,0.030999,0.54109,0.00057859,0.0051873,0.0098063,0.00022259,0.00040798,20.948,23.652,1.3939e+07,1.3941e+07,0,0.18182,0.98668,0.81818,1,0.163,0,0.15,0.163
350,350,0.55313,0.095391,-0.005125,0.55237,0.0057993,0.010339,1,0.0065192,0.99348,0.030812,0.53756,0.00057859,0.0051596,0.0097484,0.00022125,0.00040531,20.984,23.689,1.3939e+07,1.3941e+07,0,0.18182,0.98469,0.81818,1,0.1632,0,0.15,0.1632
350,350,0.55272,0.096208,-0.0052665,0.55195,0.0066091,0.010151,1,0.0065128,0.99349,0.030625,0.53402,0.00057859,0.005132,0.0096906,0.0002199,0.00040264,21.021,23.725,1.3939e+07,1.3941e+07,0,0.18182,0.98269,0.81818,1,0.1634,0,0.15,0.1634
350,350,0.5523,0.097025,-0.005408,0.55152,0.0074189,0.009964,1,0.0065063,0.99349,0.030438,0.53048,0.00057859,0.0051043,0.0096327,0.00021856,0.00039998,21.057,23.762,1.3939e+07,1.3941e+07,0,0.18182,0.9807,0.81818,1,0.1636,0,0.15,0.1636
350,350,0.55188,0.097842,-0.0055494,0.55109,0.0082287,0.0097767,1,0.0064998,0.9935,0.030251,0.52694,0.00057859,0.0050767,0.0095749,0.00021722,0.00039731,21.094,23.798,1.3939e+07,1.3941e+07,0,0.18182,0.97871,0.81818,1,0.1638,0,0.15,0.1638
350,350,0.55146,0.098659,-0.0056909,0.55067,0.0090386,0.0095894,1,0.0064933,0.99351,0.030064,0.5234,0.00057859,0.005049,0.009517,0.00021588,0.00039464,21.13,23.835,1.3939e+07,1.3941e+07,0,0.18182,0.97671,0.81818,1,0.164,0,0.15,0.164
350,350,0.55104,0.099475,-0.0058324,0.55024,0.0098484,0.0094021,1,0.0064868,0.99351,0.029877,0.51986,0.00057859,0.0050213,0.0094592,0.00021454,0.00039197,21.167,23.871,1.3939e+07,1.3941e+07,0,0.18182,0.97472,0.81818,1,0.1642,0,0.15,0.1642
350,350,0.55062,0.10029,-0.0059739,0.54981,0.010658,0.0092147,1,0.0064803,0.99352,0.02969,0.51632,0.00057859,0.0049937,0.0094013,0.00021319,0.00038931,21.204,23.908,1.3939e+07,1.3941e+07,0,0.18182,0.97272,0.81818,1,0.1644,0,0.15,0.1644
350,350,0.55021,0.10111,-0.0061154,0.54939,0.011468,0.0090274,1,0.0064738,0.99353,0.029503,0.51279,0.00057859,0.004966,0.0093435,0.00021185,0.00038664,21.24,23.944,1.3939e+07,1.3941e+07,0,0.18182,0.97073,0.81818,1,0.1646,0,0.15,0.1646
350,350,0.54979,0.10193,-0.006257,0.54896,0.012278,0.0088401,1,0.0064673,0.99353,0.029316,0.50925,0.00057859,0.0049384,0.0092856,0.00021051,0.00038397,21.277,23.981,1.3939e+07,1.3941e+07,0,0.18182,0.96873,0.81818,1,0.1648,0,0.15,0.1648
350,350,0.54937,0.10274,-0.0063985,0.54854,0.013088,0.0086527,1,0.0064608,0.99354,0.029129,0.50571,0.00057859,0.0049107,0.0092278,0.00020917,0.0003813,21.313,24.017,1.3939e+07,1.3941e+07,0,0.18182,0.96674,0.81818,1,0.165,0,0.15,0.165
350,350,0.54895,0.10356,-0.00654,0.54811,0.013898,0.0084654,1,0.0064543,0.99355,0.028942,0.50217,0.00057859,0.0048831,0.0091699,0.00020782,0.00037863,21.35,24.054,1.3939e+07,1.3941e+07,0,0.18182,0.96474,0.81818,1,0.1652,0,0.15,0.1652
350,350,0.54853,0.10438,-0.0066815,0.54768,0.014708,0.0082781,1,0.0064478,0.99355,0.028755,0.49863,0.00057859,0.0048554,0.0091121,0.00020648,0.00037597,21.386,24.09,1.3939e+07,1.3941e+07,0,0.18182,0.96275,0.81818,1,0.1654,0,0.15,0.1654
350,350,0.54811,0.10519,-0.006823,0.54726,0.015517,0.0080907,1,0.0064414,0.99356,0.028568,0.49509,0.00057859,0.0048278,0.0090542,0.00020514,0.0003733,21.423,24.127,1.3939e+07,1.3941e+07,0,0.18182,0.96075,0.81818,1,0.1656,0,0.15,0.1656
350,350,0.54769,0.10601,-0.0069646,0.54683,0.016327,0.0079033,1,0.0064349,0.99357,0.028381,0.49156,0.00057859,0.0048001,0.0089963,0.0002038,0.00037063,21.46,24.163,1.3939e+07,1.3941e+07,0,0.18182,0.95876,0.81818,1,0.1658,0,0.15,0.1658
350,350,0.54728,0.10683,-0.0071061,0.5464,0.017137,0.007716,1,0.0064284,0.99357,0.028194,0.48802,0.00057859,0.0047725,0.0089385,0.00020245,0.00036796,21.496,24.2,1.3939e+07,1.3941e+07,0,0.18182,0.95676,0.81818,1,0.166,0,0.15,0.166
350,350,0.54686,0.10764,-0.0072477,0.54598,0.017947,0.0075286,1,0.0064219,0.99358,0.028008,0.48448,0.00057859,0.0047448,0.0088806,0.00020111,0.00036529,21.533,24.236,1.3939e+07,1.3941e+07,0,0.18182,0.95477,0.81818,1,0.1662,0,0.15,0.1662
350,350,0.54644,0.10846,-0.0073892,0.54555,0.018757,0.0073413,1,0.0064154,0.99358,0.027821,0.48094,0.00057859,0.0047171,0.0088228,0.00019977,0.00036263,21.569,24.273,1.3939e+07,1.3941e+07,0,0.18182,0.95277,0.81818,1,0.1664,0,0.15,0.1664
350,350,0.54602,0.10928,-0.0075308,0.54513,0.019567,0.0071539,1,0.0064089,0.99359,0.027634,0.4774,0.00057859,0.0046895,0.0087649,0.00019843,0.00035996,21.606,24.31,1.3939e+07,1.3941e+07,0,0.18182,0.95078,0.81818,1,0.1666,0,0.15,0.1666
350,350,0.5456,0.11009,-0.0076723,0.5447,0.020377,0.0069665,1,0.0064024,0.9936,0.027447,0.47386,0.00057859,0.0046618,0.0087071,0.00019708,0.00035729,21.642,24.346,1.3939e+07,1.3941e+07,0,0.18182,0.94878,0.81818,1,0.1668,0,0.15,0.1668
350,350,0.54518,0.11091,-0.0078139,0.54427,0.021187,0.0067791,1,0.0063959,0.9936,0.02726,0.47033,0.00057859,0.0046342,0.0086492,0.00019574,0.00035462,21.679,24.383,1.3939e+07,1.3941e+07,0,0.18182,0.94679,0.81818,1,0.167,0,0.15,0.167
350,350,0.54477,0.11173,-0.0079555,0.54385,0.021997,0.0065917,1,0.0063894,0.99361,0.027073,0.46679,0.00057859,0.0046065,0.0085913,0.0001944,0.00035195,21.715,24.419,1.3939e+07,1.3941e+07,0,0.18182,0.94479,0.81818,1,0.1672,0,0.15,0.1672
350,350,0.54435,0.11255,-0.008097,0.54342,0.022807,0.0064043,1,0.0063829,0.99362,0.026886,0.46325,0.00057859,0.0045789,0.0085335,0.00019306,0.00034929,21.752,24.456,1.3939e+07,1.3941e+07,0,0.18182,0.9428,0.81818,1,0.1674,0,0.15,0.1674
350,350,0.54393,0.11336,-0.0082386,0.54299,0.023617,0.0062169,1,0.0063764,0.99362,0.026699,0.45971,0.00057859,0.0045512,0.0084756,0.00019172,0.00034662,21.789,24.492,1.3939e+07,1.3941e+07,0,0.18182,0.9408,0.81818,1,0.1676,0,0.15,0.1676
350,350,0.54351,0.11418,-0.0083802,0.54257,0.024427,0.0060295,1,0.0063699,0.99363,0.026512,0.45617,0.00057859,0.0045235,0.0084178,0.00019037,0.00034395,21.825,24.529,1.3939e+07,1.3941e+07,0,0.18182,0.93881,0.81818,1,0.1678,0,0.15,0.1678
350,350,0.54309,0.115,-0.0085218,0.54214,0.025237,0.0058421,1,0.0063635,0.99364,0.026325,0.45264,0.00057859,0.0044959,0.0083599,0.00018903,0.00034128,21.862,24.565,1.3939e+07,1.3941e+07,0,0.18182,0.93681,0.81818,1,0.168,0,0.15,0.168
350,350,0.54267,0.11581,-0.0086634,0.54171,0.026047,0.0056547,1,0.006357,0.99364,0.026138,0.4491,0.00057859,0.0044682,0.0083021,0.00018769,0.00033862,21.898,24.602,1.3939e+07,1.3941e+07,0,0.18182,0.93482,0.81818,1,0.1682,0,0.15,0.1682
350,350,0.54225,0.11663,-0.008805,0.54129,0.026857,0.0054673,1,0.0063505,0.99365,0.025951,0.44556,0.00057859,0.0044406,0.0082442,0.00018635,0.00033595,21.935,24.638,1.3939e+07,1.3941e+07,0,0.18182,0.93282,0.81818,1,0.1684,0,0.15,0.1684
350,350,0.54184,0.11745,-0.0089466,0.54086,0.027667,0.0052798,1,0.006344,0.99366,0.025764,0.44202,0.00057859,0.0044129,0.0081863,0.000185,0.00033328,21.971,24.675,1.3939e+07,1.3941e+07,0,0.18182,0.93083,0.81818,1,0.1686,0,0.15,0.1686
350,350,0.54142,0.11826,-0.0090882,0.54044,0.028476,0.0050924,1,0.0063375,0.99366,0.025577,0.43848,0.00057859,0.0043852,0.0081285,0.00018366,0.00033061,22.008,24.711,1.3939e+07,1.3941e+07,0,0.18182,0.92883,0.81818,1,0.1688,0,0.15,0.1688
